,Project ID,Project Name,Country,Methodology,Project Size,Estimated Emission Reductions,Actual Emission Reductions
4844,IGES11328,"Fuchuan, Zhaoping GX4 Household Biogas Project in Hezhou City, Guangxi Zhuang Autonomous Region",China,AMS-IC; AMS-IIIR;,SMALL,426730.0,0.0
4845,IGES11274,"Yueneng Shishou Biomass Power Generation Project in Hubei Province, China",China,ACM0018;,LARGE,2504817.0,0.0
4846,IGES11272,"Yueneng Fangxian Biomass Power Generation Project in Hubei Province, China",China,ACM0018;,LARGE,2504838.0000000005,0.0
4847,IGES11218,Project Karaha Unit 1 PT. Pertamina Geothermal Energy,Indonesia,ACM0002;,LARGE,3290049.0,196744.0
4848,IGES11205,Chifeng City KeshiKetengqi Laohudong 49.5MW Wind Farm Project,China,ACM0002;,LARGE,2491860.0,0.0
4849,IGES11203,Chifeng Huanggangliang 49.5MW Wind Farm Project,China,ACM0002;,LARGE,2479848.0,0.0
4850,IGES10623,Huaneng Tongyu Tuanjie Phase A Wind Farm Project,China,ACM0002;,LARGE,2020368.0,0.0
4851,IGES10493,Sichuan Songpan Daxing Hydropower Project,China,ACM0002;,LARGE,1229739.0000000002,0.0
4852,IGES10289,Ta Loi 2 Hydro Power Project,Viet Nam,AMS-ID;,SMALL,531594.0,0.0
4853,IGES10114,PEM SUR - Wind Power plant project,Argentina,ACM0002;,LARGE,6749841.0,0.0
4854,IGES09509,Nyanza Bottling Company Clean Drinks CDM Project,Tanzania,AMS-IC;,SMALL,206178.0,0.0
4855,IGES09136,Shuanghekou 120MW Hydro Power Project in Guizhou Province China,China,ACM0002;,LARGE,6706728.0,1388505.0
4856,IGES04811,Yiliang Yujing Cascade II Hydropower Project,China,AMS-ID;,SMALL,851466.0,0.0
4857,IGES04191,Sichuan Jiulong Sanyahe Stage-II 24MW Hydropower Project,China,ACM0002;,LARGE,1641864.0000000002,0.0
4858,IGES04190,Sichuan Jiulong Sanyahe 1st Cascade Hydropower Station Project,China,ACM0002;,LARGE,1422540.0,0.0
4859,IGES11728,Gansu Huadian Yumen Heiyazi West 48MW Wind Power Project,China,ACM0002;,LARGE,1911756.0,0.0
4860,IGES11702,Huadian Akesai Dangjinshan Second Phase 49.5MW Wind Power Project,China,ACM0002;,LARGE,1887795.0,0.0
4861,IGES11288,Huadian Da’an Fengshuishan Phase III Wind Farm Project,China,ACM0002;,LARGE,1956780.0,0.0
4862,IGES11204,Huadian Guyuan Phase II 100.5MW Wind Farm Project,China,ACM0002;,LARGE,4622057.999999999,0.0
4863,IGES11093,"Coal Mine Methane (CMM) and Ventilation Air Methane (VAM) Comprehensive Utilization Project of Taiyuan, Shanxi Province",China,ACM0008;,LARGE,2565820.0,0.0
4864,IGES10837,Electricity generation from renewable sources (wind) - Windfarm Morro dos Ventos phase 2,Brazil,ACM0002;,LARGE,2222766.0,0.0
4865,IGES10773,Jeori Hydro-Electric Project,India,AMS-ID;,SMALL,916209.0,48537.0
4866,IGES10584,Zhejiang Longyou Biomass Cogeneration Project,China,ACM0006;,LARGE,3026457.0,0.0
4867,IGES10326,"Bundled Wind Energy Project at Tamil Nadu, India by EAIPL",India,AMS-ID;,SMALL,138558.0,0.0
4868,IGES10210,Dak Mi 1-1A Hydroelectric Power Project,Viet Nam,ACM0002;,LARGE,2540265.0,0.0
4869,IGES10110,Nam Si Luong 4 Hydropower Project,Viet Nam,ACM0002;,LARGE,339462.97808219184,0.0
4870,IGES09819,San Lorenzo Guimaras 54 MW Wind Power Project,Philippines,ACM0002;,LARGE,654859.3643835618,166233.0
4871,IGES09409,"Boiler retrofits to utilize semi-coke oven gas in Shenmu Zhugaita power generation Co., Ltd.",China,ACM0012;,LARGE,2104320.0,443985.0
4872,IGES09243,Yunnan Province Fuchuan Hydro Power Project,China,ACM0002;,LARGE,2106720.0,0.0
4873,IGES09067,Generation of electricity from 3.0MW capacity wind turbines by Avon Cycles Limited,India,AMS-ID;,SMALL,51450.0,31405.0
4874,IGES09051,"Grid connected renewable power generation at Tamil Nadu, India",India,AMS-ID;,SMALL,80560.0,0.0
4875,IGES08485,"Songtao, Tongren, Wanshan and Yuping Rural Methane Digesters Project in Guizhou Province, China",China,AMS-IC; AMS-IIIR;,SMALL,482100.00000000006,101350.0
4876,IGES08484,"Sinan and Shiqian Rural Methane Digesters Project in Guizhou Province, China",China,AMS-IC; AMS-IIIR;,SMALL,515370.0,109110.0
4877,IGES08478,"Yanhe, Dejiang, and Yinjiang Rural Methane Digesters Project in Guizhou Province, China",China,AMS-IC; AMS-IIIR;,SMALL,532470.0,112652.0
4878,IGES02684,Grid connected Wind Power Generation Project by Premier Mills Private Limited,India,AMS-ID;,SMALL,320850.0,181207.0
4879,IGES03703,PANNA 1 N2O Abatement Project,Chile,AM0034;,LARGE,1575378.0,0.0
4880,IGES04576,Waste Heat Recovery CDM Project at Attock Cement Pakistan Ltd.,Pakistan,AMS-IIIQ;,SMALL,344170.00000000006,0.0
4881,IGES01915,"Bundled Wind Power Project at Tamil Nadu & Karnataka, India",India,AMS-ID;,SMALL,112605.43287671234,0.0
4882,IGES03826,Pure Low Temperature Waste Heat Generating Project of Changle Sunnsy Cement Corporation Limited,China,AMS-IIIQ;,SMALL,195180.0,0.0
4883,IGES11725,Dongfang Minsheng Balikun Santanghu Phase IV 49.5 MW Wind Power Project.,China,ACM0002;,LARGE,2118753.0,0.0
4884,IGES11707,Ningxia Haiyuan Wind Farm (Songjiayao) Huadian 49.5MW Wind Power Project.,China,ACM0002;,LARGE,1739031.0,0.0
4885,IGES11704,Ningxia Haiyuan Wind Farm (Tuoliebao) Huadian 49.5MW Wind Power Project,China,ACM0002;,LARGE,1760535.0,0.0
4886,IGES11695,Dongfang Minsheng Balikun Santanghu Phase III 49.5 MW Wind Power Project,China,ACM0002;,LARGE,2119719.0,0.0
4887,IGES11600,Shanshan Phase I 20MW Grid-connected Solar PV Power Project of Huadian in Turpan,China,ACM0002;,LARGE,538314.0,0.0
4888,IGES11596,Huadian Hami 40 MWp Grid-connected Photovoltaic Power Project,China,ACM0002;,LARGE,1169180.515068493,0.0
4889,IGES11449,Wangzishan Wind Power Project of Sinohydro in Beipiao,China,ACM0002;,LARGE,2044994.7616438356,0.0
4890,IGES11359,Toabré Wind Farm,Panama,ACM0002;,LARGE,7825797.0,0.0
4891,IGES11061,Duojiashan Expansion Small Hydropower Project in Gansu Province,China,ACM0002;,LARGE,784665.0,0.0
4892,IGES11028,"Wind power project in Jamnagar District, Gujarat, India",India,ACM0002;,LARGE,1790901.0,610125.0
4893,IGES10999,Solar Power Project at Jaisalmer District in Rajasthan,India,AMS-ID;,SMALL,235893.0,0.0
4894,IGES10966,Renewable Wind Energy Project,India,ACM0002;,LARGE,1115115.4273972602,0.0
4895,IGES10494,Dassieklip Wind Energy Facility in South Africa,South Africa,ACM0002;,LARGE,673970.0,0.0
4896,IGES10107,Guangxi Daxin Xialei Small Hydropower Project,China,AMS-ID;,SMALL,553182.0000000001,25757.0
4897,IGES09650,Inner Mongolia Datang Xianghuangqi Wind Farm 49.5MW Project,China,ACM0002;,LARGE,1056500.0,272471.0
4898,IGES09316,Nam Cong 3 Hydropower Project,Viet Nam,AMS-ID;,SMALL,194130.0,0.0
4899,IGES08938,Yueliang Wan Hydropower Project in Shaanxi,China,AMS-ID;,SMALL,245500.0,0.0
4900,IGES08935,Jinhua Wan Hydropower Project in Shaanxi,China,AMS-ID;,SMALL,327730.0,0.0
4901,IGES04810,Yiliang Yujing Cascade I Hydropower Project,China,AMS-ID;,SMALL,212352.0,0.0
4902,IGES01442,"7.5 MW Poultry litter based grid connected power plant in Andhra Pradesh , India",India,AMS-ID; AMS-IIIE;,SMALL,950040.0,0.0
4903,IGES01591,Arauco Wind Farm,Chile,ACM0002;,LARGE,4543623.0,0.0
4904,IGES04116,China Resources Yanggao Changcheng 49.5MW Wind Power Project,China,ACM0002;,LARGE,1982421.0000000002,0.0
4905,IGES01265,"24 MW wind power project in Tamil Nadu, India",India,ACM0002;,LARGE,494669.99999999994,266839.0
4906,IGES10188,"Wind Energy Project at Jaisalmer district, Rajasthan by Enn Enn Corp Limited",India,AMS-ID;,SMALL,115679.99999999997,54722.0
4907,IGES09863,Kangding county Qianxi Hydropower Project,China,ACM0002;,LARGE,1339800.0,0.0
4908,IGES08765,Mode-shift of passengers from private vehicles to MRTS for Gurgaon metro,India,ACM0016;,LARGE,2223123.0,0.0
4909,IGES11720,Jiangsu Rudong Chaojiandai Shifan Expansion Wind Power Project,China,ACM0002;,LARGE,2172198.0,0.0
4910,IGES11537,Beijing Tianrun Yi County Liulonggou Wind Power Generation Project,China,ACM0002;,LARGE,1993559.0520547945,180912.0
4911,IGES11476,Datang Renewable Power Changle Qiaoguan Wind Farm Project,China,ACM0002;,LARGE,1705284.0,0.0
4912,IGES10984,Huadian Hami Shisanjianfang Phase II 49.5MW Wind Farm Project,China,ACM0002;,LARGE,2094708.0,0.0
4913,IGES10901,Jilin Gongzhuling Longshan Phase I Wind Power Project,China,ACM0002;,LARGE,2391837.0000000005,0.0
4914,IGES10898,Yunnan Jianchuan County Xuebangshan Wind Power Project,China,ACM0002;,LARGE,1883490.0,0.0
4915,IGES10860,Micro Scale Biogas CDM Project of WORD,India,AMS-IE; AMS-IIIR;,SMALL,502866.0,0.0
4916,IGES10079,Faísas Wind Energy Complexes CDM Project Activity.,Brazil,ACM0002;,LARGE,1905939.0,0.0
4917,IGES09527,Rantau Dedap Geothermal Power Plant,Indonesia,ACM0002;,LARGE,23094645.0,0.0
4918,IGES08639,Mahkota Andalan Sawit Composting Project,Indonesia,AM0025;,LARGE,633339.0,0.0
4919,IGES01112,"10 MW Biomass based renewable energy generation for the grid by Junagadh Power Projects (P) Ltd in Junagadh District, Gujarat",India,AMS-ID;,SMALL,812427.0,0.0
4920,IGES04552,Waste Heat Recovery and Utilisation for Power Generation Project of Yiyang Conch Cement Company Limited,China,ACM0012;,LARGE,1095910.0,0.0
4921,IGES11488,Datang Renewable Power Changle Tangwu Wind Farm Project,China,ACM0002;,LARGE,1601250.0000000002,0.0
4922,IGES11450,Datang Renewable Power Changle Beiyan Wind Farm Project,China,ACM0002;,LARGE,1735944.0,0.0
4923,IGES11397,Suizhou Sister Mountain Wind Power Project,China,ACM0002;,LARGE,1713571.5287671231,0.0
4924,IGES11233,"Photovoltaic Power Generation Project at Tumbol Cham Phak Phaeo, Thailand",Thailand,AMS-ID;,SMALL,44660.0,0.0
4925,IGES11144,North Longyuan Wulatehouqi Wuliji Wind Farm 49.5MW Project,China,ACM0002;,LARGE,2104641.0,361201.0
4926,IGES11063,Huadian Weihai Rushan Yazizhen Wind Farm Project,China,ACM0002;,LARGE,1803102.0,0.0
4927,IGES11029,Jilin Fuyu Sanjingzi Phase I Wind Farm Project,China,ACM0002;,LARGE,946710.0,108590.0
4928,IGES11009,Jilin Qianguo Qingshantou Wind Farm Project,China,ACM0002;,LARGE,610770.0,82225.0
4929,IGES11002,Jilin Qianguo Chaganhu Wind Farm Project,China,ACM0002;,LARGE,991670.0,132864.0
4930,IGES10657,Jiangxi Hekengkou Hydropower Project,China,ACM0002;,LARGE,881979.0,0.0
4931,IGES10513,A Luoi Hydro Power Project,Viet Nam,ACM0002;,LARGE,8185023.0,538408.0
4932,IGES10509,Olmos 1 Hydroelectric Power Plant,Peru,ACM0002;,LARGE,4195632.0,0.0
4933,IGES10315,"Biogas Project Florindo, Rumbia",Indonesia,AMS-IF; AMS-IIIH;,SMALL,478170.0,0.0
4934,IGES10313,"Biogas Project Florindo, Tanjung Bintang",Indonesia,AMS-IF; AMS-IIIH;,SMALL,474348.0,0.0
4935,IGES10152,Nam Si Luong 3 Hydropower Project,Viet Nam,ACM0002;,LARGE,364549.8493150685,0.0
4936,IGES10115,33 MW Wind Power Project of GSFC Ltd.,India,ACM0002;,LARGE,556200.0,0.0
4937,IGES09989,Grid connected electricity generation project activity,India,ACM0002;,LARGE,14447244.0,0.0
4938,IGES09888,Sichuan Jiami Hydropower Project,China,ACM0002;,LARGE,2207814.0,0.0
4939,IGES09728,8 de Agosto,Peru,ACM0002;,LARGE,2039562.0,64577.0
4940,IGES09153,Baihubao Phase II 49.5MW Wind Power Generation Project in Shanxi Province,China,ACM0002;,LARGE,1780107.0,0.0
4941,IGES08437,"9.9 MW Wind power Project by Texmo Industries at A.P. and Gujarat, India",India,AMS-ID;,SMALL,185079.99999999997,17546.0
4942,IGES04634,"Wind power project at Gadag district, Karnataka",India,ACM0002;,LARGE,991000.0000000001,611658.0
4943,IGES03906,"Reduction of Heavy Fuel Oil usage for Power Generation at Lucky Cement, Pezu, Pakistan",Pakistan,AMS-IIIAH;,SMALL,188840.0,0.0
4944,IGES10795,Weidi Grid-connected Solar PV Power Project in Yongren County,China,ACM0002;,LARGE,1094914.8273972603,0.0
4945,IGES11474,Shanyin Zhinvquan Wind Farm Phase I 49.5MW Wind Power Generation Project,China,ACM0002;,LARGE,936040.0,0.0
4946,IGES11319,Xinjiang Huadian Sha'erbulake Hydropower Project,China,ACM0002;,LARGE,2118711.0,0.0
4947,IGES11254,GD Power Ninghai Chashan Wind Power Project,China,ACM0002;,LARGE,1710156.0000000002,0.0
4948,IGES10719,Biogas Project BLCT,Indonesia,AMS-IF; AMS-IIIH;,SMALL,511875.0,0.0
4949,IGES10621,Xundian County Qingshuihai Wind Power Project,China,ACM0002;,LARGE,1862259.0,0.0
4950,IGES10593,CGN Tongyu Xinfa C wind farm project,China,ACM0002;,LARGE,2027781.0,0.0
4951,IGES10569,Shanghai Jinshan municipal solid waste incineration for Power Generation Project,China,AM0025;,LARGE,981290.0,0.0
4952,IGES10479,Shenzhen Baoan Laohukeng Stage II Municipal Solid Waste Incineration Project,China,AM0025;,LARGE,4621530.0,0.0
4953,IGES10463,Jilin Changling Biomass Utilization Project,China,ACM0018;,LARGE,3082191.0,828014.0
4954,IGES10430,Agro-forestry Interventions in Koraput district of Orissa,India,AR-AMS0004;,SMALL,33900.0,50294.0
4955,IGES10244,Huaning County Sanjia 13.5MW Hydropower Station Project,China,AMS-ID;,SMALL,754908.0,0.0
4956,IGES10181,Barueri Energy CDM Project Activity,Brazil,AM0025;,LARGE,918991.7095890411,0.0
4957,IGES09751,PEM 1 - Wind Power plant project,Argentina,ACM0002;,LARGE,5607567.0,0.0
4958,IGES09492,Shanxi LuAn Group Gaohe Mine VAM Destruction and Utilization Project,China,ACM0008;,LARGE,25785840.6630137,0.0
4959,IGES08744,Chongqing Fufeng Cement 9MW Waste Heat Recovery for Power Generation Project,China,AMS-IIIQ;,SMALL,443920.00000000006,137379.0
4960,IGES08644,COPASA MG Small Thermoelectric Plant at ETE Arrudas Project,Brazil,AMS-IF;,SMALL,80178.0,0.0
4961,IGES08378,6 MW Eatul 4 Hydro Power Project,Viet Nam,AMS-ID;,SMALL,138500.0,0.0
4962,IGES03199,K. N. RAM WIND POWER CDM PROJECT,India,AMS-ID;,SMALL,200510.00000000003,0.0
4963,IGES01602,"Avoidance of methane emission from the wastewater treatment facility in K.S. Bio-Plus Co., Ltd., Thailand",Thailand,AMS-ID; AMS-IIIH;,SMALL,614180.0,25580.0
4964,IGES08851,Ningxia Guodian Dawukou Phase I 10MWp Solar Photovoltaic Power Project,China,AMS-ID;,SMALL,314958.00000000006,0.0
4965,IGES11459,Ninglang County Huomuliang Wind Power Project,China,ACM0002;,LARGE,1639575.0,0.0
4966,IGES11382,Inner Mongolia Huadian Zhengxiang Baiqi Wuningbatu Phase I 49.5MW Wind Farm Project,China,ACM0002;,LARGE,2069424.0,0.0
4967,IGES11269,Song Luy Hydropower Project,Viet Nam,ACM0002;,LARGE,338970.0,0.0
4968,IGES10685,Lichonggou Landfill Gas Recovery and Utilization Project in Liuzhou City,China,ACM0001;,LARGE,1451268.0,0.0
4969,IGES10491,"Partial substitution of coal with alternate fuels at DG Cement, Khofli Sattai Dera Ghazi Khan Plant",Pakistan,ACM0003;,LARGE,1621349.9999999998,0.0
4970,IGES10455,Jilin Gongzhuling Biomass Generation Project,China,ACM0018;,LARGE,3134207.9999999995,1072869.0
4971,IGES10304,Tin Thanh Biomass Boiler Project No. 5,Viet Nam,AMS-IC;,SMALL,848130.0,0.0
4972,IGES10283,Diebu County Axia Nagai Hydropower Project,China,AMS-ID;,SMALL,685104.0,0.0
4973,IGES09440,Golden Jumping Group 12MWp Solar Power Project,China,AMS-ID;,SMALL,312774.0,0.0
4974,IGES09215,TBEC LIG Biogas Project,Lao People's Democratic Republic,ACM0014;,LARGE,779520.0,16392.0
4975,IGES08294,Inner Mongolia Daladqi and Wushenqi Bundled Solar Cooker Project,China,AMS-IC;,SMALL,573570.0,0.0
4976,IGES01784,Biomass based power project by Harinagar Sugar Mills Ltd.,India,AMS-IC;,SMALL,454950.0,385622.0
4977,IGES01388,5X0.8 MW Wind Power Project by Texmo Industries,India,AMS-ID;,SMALL,81760.0,7035.0
4978,IGES04742,"Yiyang-Luoning HN3 Household Biogas Project in Luoyang, Henan Province",China,AMS-IC; AMS-IIIR;,SMALL,408570.0,0.0
4979,IGES03652,"Northern Yiyang HN2 Household Biogas Project in Luoyang, Henan Province",China,AMS-IC; AMS-IIIR;,SMALL,412390.00000000006,0.0
4980,IGES02611,GGP Biogas Project,Indonesia,ACM0014;,LARGE,408129.99999999994,111776.0
4981,IGES11521,Dunan Yiwu Naomaohu Phase I 48MW Wind Farm Project,China,ACM0002;,LARGE,1722777.0,0.0
4982,IGES11172,TBEA Awati 20MW Solar PV Power Generation Project,China,ACM0002;,LARGE,464751.0,0.0
4983,IGES10805,"1.5 MW Wind Power Plant of Zenith Silk Mills at Kosha Village, in Kutch district of Gujarat state, India",India,AMS-ID;,SMALL,29769.999999999996,0.0
4984,IGES10735,"Korindo Biomass Power Plant, Indonesia",Indonesia,AMS-IF;,SMALL,521560.0,0.0
4985,IGES10701,Guohua Guyuan Bayuan 100MW Wind Farm Project,China,ACM0002;,LARGE,4167282.0,0.0
4986,IGES10235,Moldova Community Forestry Development Project,"Moldova, Republic of",AR-AM0002;,LARGE,1171787.002739726,1023906.0
4987,IGES10199,DaKrong 2 Hydropower Project,Viet Nam,ACM0002;,LARGE,411540.0,268822.0
4988,IGES09996,Dundee Biogas Power (Pty) Ltd,South Africa,AMS-ID; AMS-IIID;,SMALL,254379.6739726027,0.0
4989,IGES09934,Shandong Dongping Guangyuan Biomass Power and Heat Project,China,ACM0006;,LARGE,482433.0,0.0
4990,IGES09583,China Yongzhou Xiangqi Hydropower Project,China,ACM0002;,LARGE,4741275.0,768945.0
4991,IGES09525,Sichuan Laoyingyan Hydropower Project,China,ACM0002;,LARGE,1644405.0,0.0
4992,IGES09307,Sichuan Kangding County Lajiaogou First Stage Hydropower Station Project,China,ACM0002;,LARGE,1100442.0,0.0
4993,IGES09284,Dong Ngai Hydropower Project,Viet Nam,AMS-ID;,SMALL,339194.24657534243,0.0
4994,IGES08726,Gansu Hanjiagou and Gupinggou bundle small hydropower project,China,AMS-ID;,SMALL,599445.0,0.0
4995,IGES08660,Piran Small Hydropower Plant CDM Project,"Iran, Islamic Republic of",AMS-ID;,SMALL,548184.0,0.0
4996,IGES08312,Gonal Small Hydro Project by South West Hydro,India,AMS-ID;,SMALL,138920.0,0.0
4997,IGES01162,"13.2 MW Wind Mill Power Project in Theni district of Tamil Nadu, by JISL-India",India,AMS-ID;,SMALL,279920.0,13780.0
4998,IGES11657,Guizhou Jianhe County Chengjing Hydropower Project,China,ACM0002;,LARGE,1502928.0,0.0
4999,IGES11576,Anhui Longyuan Chuzhou Dingyuan Dajinshan Wind Power Project,China,ACM0002;,LARGE,1624833.0,0.0
5000,IGES11556,Yunnan Jianchuan County Jingongshan Wind Power Project,China,ACM0002;,LARGE,1783111.6,0.0
5001,IGES11345,Inner Mongolia Shangdu 49.5MW Wind Power,China,ACM0002;,LARGE,2398872.0,0.0
5002,IGES11237,"Photovoltaic Power Generation Project at Tumbol HuaiHaeng, Thailand",Thailand,AMS-ID;,SMALL,42760.0,0.0
5003,IGES10565,"Fugu County Moyuan Magnesium & Coal Industry Co., Ltd. Semi-coke Waste Gas Power Generation Project",China,ACM0012;,LARGE,1226940.0,0.0
5004,IGES10563,Fugu County Yabo 30MW Semi-coke Waste Gas Power Generation Project,China,ACM0012;,LARGE,1226940.0,391389.0
5005,IGES10524,QingHai Hainan Prefecture Shazhuyu Wind Power Project of Period I,China,ACM0002;,LARGE,1493919.0,0.0
5006,IGES10496,Datang Zhaoyuan Biguo Fushan Phase I Wind Farm Project,China,ACM0002;,LARGE,1707153.0,0.0
5007,IGES10254,"Xieshui River Stage III Hydropower Project of Shimen County, Hunan Province",China,AMS-ID;,SMALL,895713.0,0.0
5008,IGES09673,Karoo Renewable Energy Facility (Nobelsfontein Wind),South Africa,ACM0002;,LARGE,8567116.512328768,0.0
5009,IGES09662,Karoo Renewable Energy Facility (Nobelsfontein Solar PV),South Africa,ACM0002;,LARGE,921892.504109589,0.0
5010,IGES09611,DEWA Chiller Station L,United Arab Emirates,AMS-IIB;,SMALL,268000.0,95197.0
5011,IGES09390,Hopefield wind energy facility in South Africa,South Africa,ACM0002;,LARGE,1715819.9589041094,0.0
5012,IGES08953,"Waste Heat Recovery for Power Generation Project in HuaiNing Shangfeng Cement Co., Ltd.",China,ACM0012;,LARGE,866010.0,0.0
5013,IGES08892,Sichuan Puge Xiaoxingchang Second Stage Small Hydropower Project,China,AMS-ID;,SMALL,337092.0,0.0
5014,IGES08840,Sapphire 49.5 MW Wind Farm Project,Pakistan,ACM0002;,LARGE,756370.0,371041.0
5015,IGES08774,WISCO 1234# Coke Dry Quenching (CDQ) Waste Heat Recovery for Cogeneration Project in Hubei Province,China,ACM0012;,LARGE,2427740.0000000005,0.0
5016,IGES08548,La Fe Wind Farm Project,Nicaragua,ACM0002;,LARGE,2220897.0,797040.0
5017,IGES02078,Clean Energy One Biomass Power Plant Project,Thailand,AMS-ID;,SMALL,779981.9999999999,0.0
5018,IGES03325,Lianghui Tuo 20MW Hydropower Project in Chongqing City,China,ACM0002;,LARGE,1541652.0,0.0
5019,IGES11701,"Cabo Negro Wind Farm Project, Phase 1",Chile,AMS-IA;,SMALL,104360.0,0.0
5020,IGES11654,SDIC Barkol Santanghu Wind Farm First Phase 49.5 MW Wind Power Project,China,ACM0002;,LARGE,2130240.0,0.0
5021,IGES11608,Qinghai Jingneng Ge'ermu Solar PV Power Project,China,ACM0002;,LARGE,1863498.0,0.0
5022,IGES11265,Gansu Diebu Sangba third cascade small hydropower project,China,AMS-ID;,SMALL,375228.0,0.0
5023,IGES11240,Inner Mongolia Alashan 20 MWp Solar Power Project,China,ACM0002;,LARGE,626784.7616438357,0.0
5024,IGES11238,Ningxia Guyuan Wind Farm Tianrun Sanying 49.5MW Project,China,ACM0002;,LARGE,1805055.0,183344.0
5025,IGES10885,Yongshun Kaidi Biomass Power Project,China,ACM0018;,LARGE,2598834.0,0.0
5026,IGES10792,"Qinghai Yuhui New Energy Co., Ltd. Wulan 20MW Grid-connected Solar Generation Project",China,ACM0002;,LARGE,640920.0,0.0
5027,IGES10581,Butuo County Datianba Hydropower Project,China,ACM0002;,LARGE,1309602.0,0.0
5028,IGES10310,Tin Thanh Biomass Boiler Project No. 8,Viet Nam,AMS-IC;,SMALL,584970.0,0.0
5029,IGES10287,Sunan County Xiyinghe I and II Bundled Hydropower Project,China,AMS-ID;,SMALL,976080.0,0.0
5030,IGES10286,Paudital Lassa SHEP by M/s. Greenko Hatkoti Energy Private Limited,India,ACM0002;,LARGE,2467836.0,0.0
5031,IGES09775,Xiangtan Jiuhua Photovoltaic Power Generation Project,China,ACM0002;,LARGE,219199.99999999994,0.0
5032,IGES09500,Lafarge Ecuador Biomass Project,Ecuador,AMS-IIIAS;,SMALL,1113105.0,0.0
5033,IGES09302,Shandong Pingyuan 30MW Biomass Cogeneration Project,China,ACM0006;,LARGE,3758390.9999999995,0.0
5034,IGES08865,Bogdanci Wind Park 36.8 MW,North Macedonia,ACM0002;,LARGE,1389717.0,0.0
5035,IGES08636,Mel 2 Wind Farm CDM Project Activity,Brazil,ACM0002;,LARGE,710493.0,0.0
5036,IGES00692,Ningxia Hongsipu Shibanquan Windpower Guodian Phase II 49.5MW Project,China,ACM0002;,LARGE,1865535.0,0.0
5037,IGES04662,Wind Project Activity by PPS Enviro Power Pvt. Limited,India,AMS-ID;,SMALL,55720.0,0.0
5038,IGES03968,"Rishiganga Hydroelectric Project (RGHEP), India",India,AMS-ID;,SMALL,1041285.0,0.0
5039,IGES10819,Grid Connected Solar Power Project by M/s. GSPC Pipavav Power Company Ltd. in Gujarat,India,AMS-ID;,SMALL,153699.0,10562.0
5040,IGES09846,"Solar Photovoltaic based Power Plant, India 3",India,AMS-ID;,SMALL,79520.0,0.0
5041,IGES10531,Balakhani Landfill Project,Azerbaijan,ACM0001;,LARGE,846621.8876712329,0.0
5042,IGES09913,2.10 MW Bundled Wind Power Generation in Tamil Nadu and Madhya Pradesh,India,AMS-ID;,SMALL,38690.0,0.0
5043,IGES09676,Gongshan County Qiqi hydropower project,China,ACM0002;,LARGE,1274637.0,0.0
5044,IGES08924,"Sap Viet Hydropower Plant, Vietnam",Viet Nam,ACM0002;,LARGE,968772.0,0.0
5045,IGES00627,Suoi Lum 1 hydroelectric power plant,Viet Nam,ACM0002;,LARGE,888762.0,0.0
5046,IGES02240,DSK Composting Project,Philippines,AM0025;,LARGE,2494044.0,0.0
5047,IGES02194,"Dam spillage based small hydro power project in Maharashtra, India",India,AMS-ID;,SMALL,125149.99999999999,0.0
5048,IGES11252,Zhenlai Heiyupao Windfarm Project (Phase IV),China,ACM0002;,LARGE,980940.0,0.0
5049,IGES11166,Huadian Inner Mongolia Tongliao Fuyu 49.5MW Wind Farm Project,China,ACM0002;,LARGE,2113440.0,0.0
5050,IGES11105,Ningxia Yanchi Mahuangshan Wind Farm (Wanglejing) Master Phase I Project,China,ACM0002;,LARGE,852230.0,0.0
5051,IGES10980,TBEA Turpan Wind and PV Hybrid Power Project,China,ACM0002;,LARGE,3116253.0000000005,0.0
5052,IGES10964,Chuanjing Phase IV 49.5MW Wind Farm Project,China,ACM0002;,LARGE,2170749.0,138679.0
5053,IGES10939,Huadian Shangyi Wangyueliang Phase I Wind Farm Project,China,ACM0002;,LARGE,1925196.0,0.0
5054,IGES10858,Shangyi Wanshigou 49.5MW Wind Farm Project,China,ACM0002;,LARGE,1909572.0,611590.0
5055,IGES10747,Guodian Shaoyang Xinning Fengyudian Wind Power Project,China,ACM0002;,LARGE,1771497.0,0.0
5056,IGES10715,Mithapur Solar Power Project,India,ACM0002;,LARGE,376960.0,282524.0
5057,IGES10700,Guohua Guyuan Xiyingzi 49.5MW Wind Farm Project,China,ACM0002;,LARGE,2237886.0,0.0
5058,IGES10319,"1×15 MW Biomass Electric Power Generation Project of Zibo Tengfei Biomass Cogeneration Co., Ltd.",China,AMS-IC;,SMALL,1379511.0,10354.0
5059,IGES10312,"Biogas Project Florindo, SB7",Indonesia,AMS-IF; AMS-IIIH;,SMALL,475775.99999999994,0.0
5060,IGES10280,"Biogas Project Florindo, Sukaraja",Indonesia,AMS-IF; AMS-IIIH;,SMALL,527856.0,0.0
5061,IGES09853,ENGEP & BEGREEN CDM Project at UTGR – Jambeiro Landfill,Brazil,ACM0001;,LARGE,1061540.0,0.0
5062,IGES09831,CEMEX Colombia: Alternative fuels and biomass project at Cucuta cement plant,Colombia,AMS-IIIAS;,SMALL,888446.9999999999,0.0
5063,IGES09530,Son Tay Hydropower Project,Viet Nam,ACM0002;,LARGE,837522.0,0.0
5064,IGES08747,Thai Agro Energy Wastewater Treatment and Biogas Utilization Project,Thailand,AMS-IIIH;,SMALL,860622.0,0.0
